transaction_hash,input_addresses,input_values,output_addresses,output_values,transaction_fee
a7448e58dac7a18dc273474a684aef8245a4476d311a38dc8822144610348baf,38LHGuGcjKGQ57RHcR4vDEzXPcUmnQbfvX,1735319810,16V5FmugZRthY1GJZX1aosM6TeV2bnLzth:1PvCQEPtzcEbtdsCHnLbzxJNnYjXeLwA9P:16hCDfQnxWogs1g5LzHEmuuBnmEtyxVnn5:1CTeT8HdMUXF4U98JFgnr3gNuafzAxG7tW:3AeJf8boBLvsXVdeyAUmuYPmSrBWuxaccC:1riCS56vuoV7GpFbNaKNbMXQfAPyMq1PG:bc1qmexjz0805qxt6egr3jjn5qwh8r5paf9f3ql4e8sd7rajepec7tuq0ygn7j:1EJ5Db6yvWWRrhSLTNaUKw8fCW8RuyRfYR:bc1qmex2vg3ma6glj5lammnsqpl56jes6j3mtjpvuhua0mut5lq4cc8qw320u8:bc1q9kf5hvd2hckmh7sqdavwntg275qw6dtfu79dae:1KcsD76tuLctL29odmXqgmJCCjCUE21mKg:1GGu5DQLvDHdZCKBfxZywk76kbXuYwskiC:1JR37ku2iGH2vkjp7XZVThYSmEDRtmmFyP:1Gk7ejZAsyMeNpwyjLvd7hiGXRh1hTgsmP:1MjA642Hse769t7mFRPSdP2sBNFMPhSufa:bc1q9fnyws0wjyp6hg4evswfkay9kpdjzhf3kckkk2:38LHGuGcjKGQ57RHcR4vDEzXPcUmnQbfvX,2219133:6904968:5386677:1610000:3390000:36000000:1790120:16234570:3500000:5400000:19215932:993960:10459691:1397065:468051:33023604:1587273832,52207
533bfe3e35e4f22b5cf478f454972c0dfc5689adbe1679deb2b3723b583bc786,bc1qs3ht05aa79dppshkejtqd367cgmu0t2kx94wpp,153004,1NJALPN1GfcJDnEZQvvnBkMKbdA5UmZbtW:bc1q8ug4xhws7jhpqa70eapeg2236c4xtak02panvw,134480:18188,336
7659f8ef140cedf9dc06b928170e52f37a8c3878c6eca477212c3dcd66ad637e,13D6MjGp4V9VnpyA3xdvriiUMF4RZnuQDJ:13D6MjGp4V9VnpyA3xdvriiUMF4RZnuQDJ:13D6MjGp4V9VnpyA3xdvriiUMF4RZnuQDJ,2003200:1843540:1955700,bc1qffdcus50wnfjuj0k2ftsxyy6gvc2u5hgmnsa7q,5628140,174300
a124f96ed143dc6836083fcc3a1c74497442ad5532b2b49c8bce3a0a29726bca,3Hg3UxBKbxxMNFibwCnHPFNNycmrAEz93q,1043079271,398PzQsRpiiFzqJ6oYtFWMrsLWypD6Upnm:1EaM14KojFGLAAQGUHVCNBBUSMpZyAjMFp,1042968351:100000,10920
d2423e59615f6e31137072898a76f6db4210738363c6899979cd02d06958d7fd,16FqHaSLnj8Q5X92Q4irUSTsgQSkpobXcS:16o2hxP3VcFeibEr8SALoDC6ocK34EPYz4,76558:81871,1B9j8M2kwm3QtFva5STPNErJ3oKKPsmRVF:17LiDW43q9TLnCz4kU9vr23k1QSPgn6THM,52493:104808,1128
54ea720417ad8add8c538543bcd23b039442e3db0ab93f16f9570d542d7002a9,3Je8DtAdjeYp9VshaLBZE6bcGqTLvdzv6y,28352905,33pJtWL3TgB7niRiVpBXtewYSS8spgqAsP:39Vxt4WM9fcsCDVfezYpR9BAsJ75wffA4E,18347313:10000000,5592
50183f74eac8358be6a02c4cdb67a7edea75bfe9b123188ba2dc764bf002eac2,bc1q5jk848nnlg0utemmu6pvpl2fkdkakayfejqp9h,71064,31woMQSbtfTZWrtRyrL9PPaj7ncAswFPeX,63634,7430
6b4a28c5c58481c6569fc1e73633d7ae562099915cdaf348991fe89236fa84b8,bc1qyq8lwgtamvs2epauqyr7xxafj3lja6yru9te6w,44615,bc1qgkkuwejxn74sq2xeq395s3ev8ngzcw5uck2vlq:bc1qk9cv3c404rgej5rud93cg5zh9hdnj5up8p3q23,15837:22450,6328
b085534d0be679c42d87990d3386709859daeb2e7dcc9dd55f3b86866e378eb6,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq,96234098,bc1qq904ynep5mvwpjxdlyecgeupg22dm8am6cfvgq:3CHN1S4HxuL2yjpgr5ntPqj4R7cJNxGp4i:1Q1PfkKbN3n4Sr4p9QvRPY9fnn3wQSUCym,92545414:2929810:750250,8624
760ae161283cb429e80e86dee28b5223df599a8050111fe701b8fc6e9fd61efe,bc1qsfmyda7zgr8uuwygdcd5jfa6vhznwpwgmme4hk,1747466,bc1qsfmyda7zgr8uuwygdcd5jfa6vhznwpwgmme4hk,1747184,282
9c2f8ca04095479ff0c62118bd63cb44801aca6716bd995a619b137d9eb67f57,3DJCbXsERF5n8qALwYSwJT8E2J9V97ygQq:3DJCbXsERF5n8qALwYSwJT8E2J9V97ygQq,356000:355000,bc1qy66ywnf243fj50p9pxzy9n020d6d8rx0r9s87r,707631,3369
056fbfa2fe96d8ec4cab3ce3b0b89577b298757be35373b23740dd64779b5718,3H3iDW1yLsE8Sn3Em58dy78SMeh7RDdqnr,4841180087,3Dd8dfncdp16vxvq2RdYdTAgiDDTDmSepq:1L6ycGkcbnRVDSg7LQmNcuYFGoUxtQjzRk,4840419616:750981,9490
d53c49a6ca8c144ac011081a5105bbde61484ee532dadb5b2d9dfffab57d37fe,3M92sq9ssFaNbEwF47uteVKJsbw125juS7,2072620,bc1qmexy89rsd5jdtuxp9z488543cz70mj47gx6sllznxe0af79n69zqg9djdf:3M92sq9ssFaNbEwF47uteVKJsbw125juS7,400000:1651203,21417
ccfa7ebb78bc5f0532dc71490b221f0af312572914e44fad9a1c7bef20a4dae7,12KcoQ3oSijQPunecLamBBQ8YJGysiShNU,402821,14r5Mz56Nd1vykgqyjEnQTcqZxhYzu3Ki5,376403,26418
eb0a1e76c503655a082d270e58e41dfd162c96f31593198ecdd56551605cde89,3GUQ8JJ8THYyL5zcFxspWxbgeuuqf9sCdU,900734,33mY2Si7igxNsWF12mUJmynM7CizYtgzyA:32TY7T6Nex5MN4VbtsyDTyVE1Zpqp2RJYN,895813:1103,3818
5df599fc857c99f74ece04e84d77b49e7c3958ddc781dee01ef650ad3b70f995,1MJwb99i7EmCmD28GCBnSQ2Pz9kvfHYQUK:1Hb2kSkarmjpNk227sSbbZgutokMXXUAcK:13idLvPBMNRUbEeCKshN9rgPDzPGrRGMbc:18WDpP823nsRp3agKHnXBotKSEmahxQjCn:1CKzPL7PPjzZZHyWpKsTowrYjzM2LF2WRf:15hGqHHRZ8sDhYdF8Td6jo8N3NRNYHCR62,545000:291831:963266:328875:286892:76000,18EWguG9SMnBd9RUW5ZrgG4BcCZH4A1X6f,2490000,1864
bad2b2413e1031533ceb1c06f9c92ebbf0b73aac7ddd895e9dc095e161f11b79,bc1qqka2rj5tfpmwfsltgva4pa877zwg86nuyeumj5,6138278,1CQodKkdVnUyn7QWojU6UVE5iPhf7naSFn:bc1q9ppwytnp3erj5hf4cc8pq2fkkdmz8kx9pepynq,959514:5177311,1453
dcb524b59632093be94223fc33ed674115c9b83ff21d36f6f6e7d40c2b295841,bc1qj2f5wexxq33mngjymjy5zvphvvz3mn430jpvjh,1415586932,bc1quwjjzdpvluyh34pgpc7t5dmaq7qpla096wal9m:3DLEV2KuqqgVLBrrxsVgB8tifH6CfVia4S:1CDF1YWmeGb36S4tbaqMPNcY2PqUGdXvJ9:bc1qvrcjnljlsmy5llkl0esunq8jguyrrvm3hxjjdh:bc1qvfur97leejrxne0zaged4ulc26leuk8jxmhc3l:1KUSUY6KhitBF192Rv6vYGmGoTeJpPNTgX:3EXPE63vonawT4H6mxMVZ8gBrmURgRHWhR:17oiwX7ZE3WGqptsWgN1wYrXY8jspq86KP:3MZX2BoywGQK3MKKntkA7UhwG47cHcuiWu:19Hzss4PCYzMEbGHVWpPT9swj4dvikFd57:13cCTUtn9bAemb7VmsX31UaMKyMkz9NrV2:3L7jCPMFD2w6xSLasEQNsg5TAbLN9z3EBQ:3PcjovF384rVVaqyVaQfNbd3eFhVCJCZEY:bc1qeqz3c8v7s98dy4qlzgra9lsq3csmzs422sjjaw:1CtWmDDhXgLBcXW5TBx4kTQ23b3hcTEmVd:1DYVwse87CksoSaWQRbU7BUc6DcvHtcZWt:bc1qte4qacq3pfkf5jt2lxe6zpsc60xnky5yv5m2rw:1KHhncDM2ngYKwp9MPZpw2V7ZZGPv23qg7:3QTcN14hpaFM1suHmNXCZhMgm7sDfh4g4Z:1HKNxeSDqPprZQJuzbiRzDW7v8FDcmkcti:3D7emf9cTNa6Cy3iGhWPSB8PEL3PczoNzA:1MtjwCY5xPNuLLZdSkoLfBhhWrJG6gcSDY:3EK1Uatzv4t64i7R8GKdNU5QPuP9Z65Z6B:3AFSFjE4oDcP978npsvesfVbBka9Rd5rL1:3D5xeTiAkgxAj78iFz9EqNn5cqHjSx7prf:1wjzwbLZ6F6qez1oF1Rutjn5ANg2g2Thb:1LiNYAVUttxbYHP3EcWNrT27SAKTxix3F8:14e3mAEN1qJfD9KuxZ4V4Z2cJquuRoRhuB:3QRPtM3XsPrqGB4FVPb8hnCkcTr5JztJuz:3FGfPcmuv7TgQZK9Yp73w4aesRSw4KPXwa:3BFijzAneHn1xXoFRGeNk1uFV6sd5vAk7m:1LFd6nLxZYafmiQyQj4wzRE18PcC6ek1T9,908661981:4488000:5522179:1092846:18084657:12475141:36466816:4409752:2120183:4609357:48306800:4320000:2125856:47840080:18435255:3150554:58794:50023720:1529256:21462724:17552674:21462724:2127359:6485868:1745008:67224609:66971918:6616434:9000000:10045312:11130694:10000,30381
bf8211027ad96acb373fb23a9b69f541a5af2d07dd9f084869f66858148f1747,bc1qxuy8vl6g4my56zg2et2a2y6jwy69p33w0jsanx,435754,bc1q05eamufj2elxtclp49ulu4p2m6rvnwcknvf6f9:19yhJPoUytAH5bCMUDZHfSRBv2JtNpvRpH,303738:130000,2016
14614cb67c88dd4f47d083f76cdb3853c9fb2861197af1716d47c4ac48a8daa7,15oC7jWWBRVHqC4VJC95DzbNywWS9xzGxu,4614659,1AX8MhfhuH3U2MbNhrEKgYV94Tt78Y5Ud5:3GitAxF1UWd8ETenDKbGaWLhoH28h89ZNt,1025266:3563288,26105
7cb7e7f6a4148315c6e4ff4de785af0658e21e4c5ccd789d1970e0fc1bc60d1c,38Wy3Mq2hskraLU6pmWaunP1bxqrBVmXhG,14638202,3EuaaGSLBxkpWqLdSHkrA5tZgQ39mKsNZE:1G63KHchbw1goigHYhyfsm8oxen7Q5u9Bb:35gNx8WhXr9DRzBRyiSSMFw5DRZ6bwVh2S:1MpcPAXM7x9YFtF3poLkUzdAA4tRhdZ5Zc:3P4NTv3QCvkVwQdgVuZdNcsj5Us2DaekPq:1JuU8A4SNTSamzpx36T2kUkcjQhFgKj43a,26250:173042:1428694:15850:12912876:78503,2987
eeaac9c43b71f5576f1587f98f01c6878f209dcc8cac3d1d808d732391c904c7,1N9FDecLm9ZswH8KWzLu14Dz54fdAh3cCt,64896,bc1qqwfvhfqqw3jyuuargv8fm4de4qjh0tjsx2avc6,63325,1571
91c0586bf98dd7f6c9f115a8f1834d4ce77831e786615e3720e2bfd0234ee1d9,bc1qthqp0agd94r9r536njxkxvtgpvud5689v96waf,1303816,3KixDKhfLzpEs3J9KrMCz9v8JxNNrZYFTJ:37ukenTc7UzBZT9J6z9SamRA1EBXYmqLeF:bc1qjjgx3n3t7s0zn5ga73y9ky4pk7tjvqsgg5wy6g,94359:125966:1072346,11145
c75f75a2f13fb833e8dc2ac9ea265b70a8a721ec4d9f070b573d9585c1cfbe6a,33pwwHTziLyBdavEE3DHSX5bqr5bRFqWzK:3H4GRB1xBnV7cRgZPAiDVELdJy5QmmUYV2,707978:633249,34SqUFD14fiNwGHyC9MmjUWaQejaDJLB3g:bc1qv6vgavp092v5dvcx42f7lgn0p0yjw7pyulegp9,511529:829436,262
c1c57231f2543ccc96f519649e4ebea6b3818137348a1fc735902313a6894a45,1PnLh5VAeCaHWSDpfxuxGybbWD3kDaER2t,1098377,16YJVWKdjvc76NGbZeJzwFAuHqCrbhXPXp:13X5WBjYDsEovRa2fABhzQWiUB7iEUJmzU,329600:768099,678
ff589ca08204f888a0086ea1e940bbcdee7056f55a979c34fca84b8a25323f27,12pQJQbRCsfoe62xTYmgGmDmtWuTN2nrXo,1251207,3QkGnvRt7Crxg4kdR5riDEM9pMTibwfBQD:15uLSCu1bB6N62e6Xakk1TiLkqKTe9BDbD:1J491tzPASPkvJRZZZAif1e3fdYGsvQZZv,5000:622178:610084,13945
8bfb3ed41ef8ed64e53807e409c43a11c0ed993ffd8880f134e9d5a76f2d3141,1PUnLcUmUMoEjDpTU5ZMNkRcBwnVUU4jXC:1apD2haHNmamTVVPGbGzsrsT8CYPjS9VE,5474379:439998,3AV28pYFf5MKaDtDo7vHa9Bft2E9mTPeed,5904517,9860
50ff20be155f15f7bd7aa29903a30bcfed9ea3dfa5f2853c6d74e8c53a851184,bc1ql73574270u7a5nnc74jzn2s20a3qwpfxtt62dc,375228,bc1qqvukhmd2dqw4pcr0pnpj0wnrwns8ykjv8h50n5:bc1qvdxrvrm8fre0uc8v0qakrxvvnym63h3ddvzhfh,369097:5702,429
9fd484a4ece7978bd08998059dda0791bc3be68cf68875088cfc125e3df5bd66,bc1q2vgszajw5tr03jtypdwl8ml6cctchpwuvl6ds8,20952,bc1qezuggh6d0kt0hjef4mf9na93ryf6hmp6l9ydg5:3F4dSLq5scAvVXehEUTyxdeQ8CbYdZMZfr,1613:18900,439
1a6ef42082f4a7244c5609aa7ccfe9d2174f83f240361f28e6782f931231aa44,3H5FepeztsVBiXok43zXUBKWUuNUGeoxxK:3KjnmK8sXzbKKRPW9SmT5fRzp1ACYBjfps,290000:270940,1F9CUDxvGwi25rguDGBeWFEX74U1f5Hx82:3GqekeBiqcgYvQG8v6d6iSH9o4XqRJKwPX,319610:215530,25800
eb4ebad1b13d59c101ee8ab9b2d3c1904d8bb3b04d7cba989c41be6008d26a30,3DriEqMWchici75zg5yzmUAPEm7mPy5qfv,462216,3EVtu9HtFrWHCPP5K1b8DaQ7dvvBNNkyo9:bc1q7yygyh9jxrhgzvn6hjf0a2vevqfnmyttgq2fr2:bc1q5ps285yuau2grws76eucsmqpfqmxlkrnjtuqvg,1036:18448:442035,697
9d2c12f71c5e64b80456ca92e85db7fb68b4bfc87b70a4f91c0184e45d3392c8,bc1qg6s0mc3l2yt5xffzdfqlut5xstsmpdwyrtvg65,1751398,bc1qf3ja4l2s4k85ljnwusmeaawv5vc7j0qg739lem:bc1qg6s0mc3l2yt5xffzdfqlut5xstsmpdwyrtvg65,1016879:725636,8883
0d8cb43704ffdbf3cc573f3704cde2e8e72df70ed73e851b448eb0f985bef243,bc1qj0t7zvprmy53vsapwmg3mlryxva9e0ze7ndc3u:bc1qj0t7zvprmy53vsapwmg3mlryxva9e0ze7ndc3u,30721:90660,3Jd7RGqWREhJLWisF6Ni6obVHpJFRqixhX,119761,1620
d354e773ab8eca0eec4f0ce3c0f99cdeb99bc7a780ad4c9fe36415d19eb6965d,16gv1EGbPv3JFbBcY7H8ZRGhhU7qSCfBXS,2491507,13Sy1PXqpsuGwMBjGfN5pLMG5sarch4QBC:1GRPkeY12eZ3AdpJ6vWGbzK4Ly3213igMf,409587:2081016,904
3dcdbf85fdef97295cc6013717d216adf4b920c2dda5005edb297e8d2c903a86,3GQSQwcknQ1zvaUZWkF5agkV4jdBv6TzZQ,125006,3GQSQwcknQ1zvaUZWkF5agkV4jdBv6TzZQ:bc1qgmwxxw0hnfjgddl4m6dwuphcs4p5v7f3hvn4z8,4817:111444,8745
993f6f8dd5e9ac6236d42a999e4e66d2301e97bdd74f0680116b885e5b9dfe1e,17hqW2CNCwoV3HXYMPGfnaNGii3QZoNK37,817953,1DhKh8DF1MrEaPo9eC67quEQzWQuJGwEbp,817281,672
8e648969127958504f05e1b9efb9ed0650654f5badd193120ceb61f7a43ac484,bc1qxez7uk28fwjaujcr0yjjglxe4aw9wpkw4dlx79,2371758,bc1qxez7uk28fwjaujcr0yjjglxe4aw9wpkw4dlx79,2371110,648
3014f90346b8dcfdb51a00051329a1b9cbdec35bac5f5156db7bf6ada550e28e,bc1qjahxrc6rp9jttr6rlgjwernls3fdg42ntc5z8w6kyue0v5htvelq66vhpn,48674005,bc1qmexwtnhafxw4qadsnjeuj5ng07lcq6w0faetz6lzus3zyer3muxskufdum:3LDKNS1XFFsKAvrpnAMXKbZuB6fRjQ3WDk:bc1q8pccarau9pg54630rhkn8nsepdcghtk2mx06r0kgtvzalrjq0xuqjvqud9,440852:788000:47439130,6023
f42653e89fcce6a02d8b9398adf2fb6c623a0e191655f3db3764a7417b0e7534,1HpxDcf7Se71Anu1G22Ffc8VTgP9cAMv3B,54000,3BeuRYrRg2CA8fq7jiqth9EU6XWmhyxqKx:38qEYmRdJAsjLq8o8HDVLGQVdAkbwwCkXq,22500:7500,24000
9fa1f8e735f10fa33dcc85f15ce071f5f265e99d14997997cfa49a77ee9ad0e8,1GQu52rZDPcE9WmUR1wjYqndwPsD9Gw4tK,2046053,1KzVoxmwqpVvdNdAyCVCcGTyYhHnHipM1g:16pPgrrue5QjBj4ZZjhgGPN6Lh3LALyPDC,60781:1984368,904
e0f82d0f7facbaecc7f8b0136ad5c8dc219ef04b07eba65aad3e43b5d3895c4d,bc1qdpaasvwqhfplg2vp8qpsfx86gndms6tacq9kg2,129151,35C9iMuXndVNQqmswJr1QmiZxH24ZaqMPp:bc1qkxu3edzqurrq7l0uktmcph562vc8u53fp3zrfs,127602:1219,330
b7b6e33a7105606a14556b189163bd58d3c77a9f98b0f25b4d8271ef93ff8618,bc1qf60wurxtx2askwn90cvalrvd9cs02ulkjhzc78,177720,bc1qf4ldrr892gfym4dt886jlheflue0pgdfx47pa9,168403,9317
93f5b8cb5309699291031886c50244bd1dc0f86161f297c828fe37034c9580ec,3HceVVLY2jfRdqya2TPkkdbS5cdhSr6JcE:34BDrsSvZfsNzEs7nFrR2hEsXWKd7pTdMq:3No58cZ5kFFroKKoBpUPB6fq5CmtewTJ2F,48608:41938:38536,3GwQ3EKktasVuh7BdCi7feTeqrcQodB5CP,124452,4630
dfb5bcb553b256ecfc5e8fd5670498ba60db86679fb04af70bca40417b986601,3Lgnfa6muFsudBXiqdWWoYFEkb8pA6uzne:3KMiTzAqTasjgEYT7xvRgMQGtPaNrKbECy,1056083:1341873,16PED6rjeS5PQCxSFPzgwg9FACPBrvKqjz:37VS9UgfhaWCYPhCsUhEWniNU2knvxktQY,1100000:1278739,19217
613f50b4592702bfad9367b71ca25bbef692a5701d602a739c3f7f9fa9d69281,1BcsgrxuhVfUoAgnUyMUqTARGMvWkKfsB:1LbjzKASFdaFC5WNpmfe54nJUwzg2L43Pw,17111:6408,bc1q8uw5t0nv88rpws9tkfgaf8vhrpr0s846lnh6yg:1QATfLCtdCoU8gTPaUvz45TqtS5SzopkLm,3499:19000,1020
ae26d639fad935a6a09f4ea0157e6983cc3280720875b352725fc8113014d6f3,bc1qrrkk8hy5c30pkx35kqwkdr3g9fs5vyg6eupyv4,475178,35Ss1VLU3KB7wYZUd6dE9LUrxngP8pgjLL:bc1qvxdwkfc5llt24nhs0cq4sl39pxldmx8nuzhdmx,220499:253691,988
9344d4b43d9b0405502066931c92270f18c810c6b3e6800335a5079ae844995b,1CKh4zcjHe7L1kcggwZxGrjSjSbmxihtR7,407473,14r5Mz56Nd1vykgqyjEnQTcqZxhYzu3Ki5,381055,26418
b606c1ff4c196bb473aa8f33c2b271e16b419d1df5f3a2f5cd464c8dc36ce2ae,bc1q6u6nam7samg4fkaghy4dy4tq68qmmjkl5cludw,8290387,bc1qgewydlyjq33flth0syxhx7nngr6mhnsfw4svx8:bc1qt6hlelqu7jp9krerkv5e7ltnuzfy2ud6r7m9y3,746666:7543292,429
91915d3648a6eeeeb381f45e739c1ab927765f3a4bc34e275c9c44839f8bc5e2,bc1qc5k8e5sya0kczre2f3rn2z5hhmyh8u3e0e4yvm,1289256,15xRrsCU8Pi5VhEvyrXeixMrR7Cd5Xqq9y:bc1qudt8v77wt9nmchglt3grptwtj3lvrpla95dafg,312388:976532,336
39eaf3eed0c161d5862933d223cf2f1b30246f7fd6b477635dd8b1a044939fdc,1LHyEpD6q2uciRoShq5N7rSoY4CUJSXYss,116824,147qPZrmf1WF2YGK2mqWh1tGJdEUTpMQPJ,116245,579
159739e155cffc8dccbfe1ecea712c912a0c30f6d69342d4b2ce35cdf8581579,bc1qw685lcgkxw4wkp0anfjyek4gwy2jj44hhzftenjv9gf9dvdqsh9qztxt3l:3Daz8DUzVcURt1hd8Tr8GWAPbYKFtDf8Az:37HtsMHFkMvZ3tkoZTaEdSvwtXvm1UDAf3:32id1eWvpEYffPENRMfE2UkDuYGgbWzfdY:3NuEvYsXeQE9bpXQXRHbtcHNWMEe1sNkxz:337JpVSMZsR4bvj7KLkF5f5f5sR5s4THqb:3KNyEYaPpR9VVfLrAkKBza4xADHHMpUUoS:3Fwzo16RSJcmbhirRVgyWZd25afvBAj66o:3PBH8F4Hg7ndXZaHrmRqzRP8rAt4neXohT:3GwfrF8pyvrzabZYfnG9JmovXw7wudGFQj:3M95GyapVDwgLR8LXBfEeajBgiDiVXKdMP:3CKZEjTJkYznSfQL2yiUdQ5rNSspePF2Kr:bc1q5hhd42g0fp7wcwzqclqjl98lknutgfcl4zrj7dh3xjw3l9yd9ttqgeqrce:3LFaLsCzix6hX4EzrNyndk4HEB27ZsvoWF:3PFZfu9gYVf41CDAwLafZkJJx5cxs99TVF:37EQMv9Jh3hxVSk87MFKU7YtfKnKxLuhc5:3HdEmLNqqugZzqr1phgDqVnwVoXzhHqhaE:3C5uaxDiKiAVbuwzNoBSftoQHjcLRa5HeS:37jK7LS34MGwP6SNNau8KsduXGq3npRmx4:3B8JQKytZ4dWEdGHPNUD2jP3rsFPnKaVSi:3ChjxAoSm5xSZ8gRzkT7SfhHK1bjgLDkrS:32mMB8xe7vPE8h2CPLwNfWAVxYHu7S6b6d:3EV6kfYrG5h46skVp3P2BEVoSU2UrnXVpg,2570250:2620792:2582495:2619151:2577877:2584715:2612343:2566822:2610373:2597813:2586651:2572396:2580000:2624725:2624264:2620820:2589470:2581967:2591041:2622763:2596300:2612515:2579866,3HutkfdDowFgtA8XvNtUR369A4Etj7dj9C:bc1qzs303n78nlr48ycq9lsag39gm2qgucxyplzlh9jt68cnm24v92lsaj4n0w:3JZz9H7KVL3kKeZzyG5nDQu6msPRWjGNyC:1HT9xbzUKXLxqYNgkNXms7xzMv5YogA8NG:3FcdG2gQhivuyL9t8Sz1WjhQ4ffAx7jQEA:3PTz9MQYHBQGhN5eGRaM3vVivuahMmAgVe:3G1rAsYH3HdAnMaxDuPWexmkBxawttGpzQ:3GTom7wPNcnV9AHcJtGHYgWxWV3sRMKkuW:3PWysX5XyVYM6vjxtdFeYqccd7PyEHB3M4:3FWvajYry5Uc8RrWneW8FQQWJ8ptYuSmuj:1MBohDxgkpJ2tDpnC9QTTQq2kP8oJpv55f,164511:522130:634933:1269865:2708147:6031861:6349327:6349327:6349327:13317714:15873318,154949
82cb57d3c270d6c1dcf960d07669fdf519caa31181495702c5558c44f1bb1542,3H6sTaizYaHkfuM1bKUWjdWKA7eUKQe4xT,23887288,1Q9bVfAmBDoY3PURewvX3NiBcMttyspqLy:3BiW2zXqBD5U33x7ZrubSd9KhNB523kAs4,23000000:874576,12712
126684e6670f36f8d4db1e92d78d093567a2ec6b194b096c5f962798e32ee693,14kUK2o92wDxqQuYvPWyxrnphZmhFuPfqy,1018596,14YLs6giq9wYTHaRi8nC62NJQM4rp3ZpT4:366HSYwSXNR298RkVED8x3FF7AkXuKAmH1,45254:961311,12031
b5e1cd9c3b1d2627cbda813eb9287da09c94dc6707ee76478a7484b0655fa350,32k1eU4SJj6rCRcKm1SovTedayRgox82cj:36VbixkXVts38bkGR9ZkMhoEGta7dDyNik,56911500:127932112,1FgQ19TUCCb8RSDdTbhDbVQJBbxfnNUxWc:3CBF1V9VFt45CHDcdQyQP8tvZFX7c8Ccr2,84000000:100829680,13932
68ab5b64dfa3e161e41782f37f42736dba4a66f0d83af5c927641fdd61c763fc,3HsRcHSFs6ch82QdTcMdqEvByN71WpKnd8,64668367,3KEYD2U6jtPnW68VJF9nkYtxWAUiVPEWao:389ZrriZohz5VeU2bHeq275MGGbXExonoj:1EeKsa9x3oYjporjwYFnUijKzuzt5hbKm:3KpGAMVNpFBv4KhNvDJ77jkc8fR1q1AGQ3:3Av22tinpLqZf7AJYka65ZFEZeWUCq1GDC:1EwwmdQJbjyeis1YqZubZZRAJBb3X1eMNF:3CDGnUzn1t6JAFCfUMfETiDuxmh8Cg47fD,310620:400000:622260:932890:1553320:8037950:52790902,20425
65d0ff7e0ff9e7dc9032816eb4ef9e3669635b185ad0455000c7b5547bc69011,38UmR4LX2ZKyfb2x2nM5sjD3pRckPnHct8:36GngXjE9a3Aqbwf5AVzLTv7pYQPdHgqvt:3K1fZ5HL6L27zcrt4Gt4GTiyT5qdbsdCVv:36Jn1SLhatztoqRdFMcLeaTeyoh6Eat64V:329sDP5kRqfZA5SzFLJYdikDU8xgz3Uc9v:33WvQoDHDt65WiVnPX93r37SSC5xVotKiW:3Kes1e3uhvEMgjyprHFTdQVAiv7rSeiKjE:3H8uzYDswt1Q6r9zagSeAaTFeFbi44gAB9:3Q57wjVEWh3CvgPeeg9iaJz1FJbbXZW1ez:32EFkCmYLK5GYqwLnEeatFGieAuJXsEqcu:3CWKgfsxNbaxB4xyC6SskBEbr7o6m6bZUE:3ByghzFtTAZ3mhbtWCVJoN1dNysFjTmjMc:3QgnECV8NBhCaCg71xRtWE2XufjRzArWjw:36bVFB4gcABYQzbv3SpTHpVs1uTwaMJJyD:3PmgxtGPJEXvMCyBc63ntt1nCo3vjn64YP:3Pscz1f3Pi5wSFhqfzio8t7hkrQxDEnWRY:3KHneqVhgmZRE1XrC7grs79iDSaLBJvhZf:3C3pj4EXRjf1TyqCXtuZrDxRi1AiSTyxxd:38R3pR2VNZHxaEjBBRa6oLUxg3Y3DHcxfa:38dbqDCFCpJdvSPkS995W3xJNmPxMuZbZR:3H9raR2mm2Z2WvhXNE5u8kEhCSaU8QBw45:3KENnJfxGD6E5pCvb73GFHZGyX59gRjDgS:3HUH8fnYXVu7C5QvicMRoNrvG6yMXVSpWp:3GKJdG3yAaUcHvAgecpohM2bbELYjQgVan:32sHZkZKWG2QLSmETFihzu9wuXi9UwunpN:33p1utex5L9g9BCFrvwuQUnaZf3DcS46Vh:3Jskvoa4cQp33zt8BdJWSykSuwGEZQUxSU:3HbZCjTVUVmhWdwZ3GETZZY6L37qXy8AnY:3KoSCJ1qC7PA156Sz6DKS9ggsjoDkhAajM:37DjZrGDo75Z8RnrS6oJin4Qig212nNgdZ:3N1uRhgXovbaQ47sSi9tYMvQ4sDX5C4vG5:3KvHHuMaL1BeB8ddFaq8oNWE9ZP2WZa62M:32b6DiVUWDNZ52YcRj8J9Wrid4g8ECppJW:3DKTSTpz996MGxSUjdQ2QVr8nY1uAsGuPp:3HV2kLqv8udXNSqX9m26eD4kiSL4eRiUr8:32nqq97SzumgrnSUs3cDkUJ9yZs5X9Mt4z,92416:161903:28800:891451:309887:135415:1924977:28900:321721:26196:324458:2545881:60935:20029792:64799:1118:527239:463735:129202:29023:28800:28800:3843716:145672:2790909:28900:19102:170630:577424:2265572:348311:604000:652648:466497:1026634:746700,13BrA9UVRDCqXHvpFKJigHM65A3Cqm7YWb,41775917,66246
8077a758119169e399bb0a5055d883c75ed518bc0473cb9a74982236f6343dbb,1JyQRYMQ7rgRGn96VJBwSU1jXC32r6i773:1GjVVgZoch2Foo6YMtxkxomso5ps8tKWEW,37480:33316,19opvtAbUVnv8DZgDkpLDCjUmAX1voWi67:3AyTgAZwyYL3581K5Uj2e7uiMu8pKoaxeu,22341:47333,1122
